curie	label	parent	rxcui
DRON:00023546	Dipyrone / Tetracycline Oral Tablet	DRON:00000022	374065
DRON:00023547	Papain / Tetracycline Oral Tablet	DRON:00000022	374066
DRON:00023548	tetrahydrozoline Ophthalmic Solution	DRON:00000020	374067
DRON:00023549	tetrahydrozoline / Zinc Sulfate Ophthalmic Solution	DRON:00000020	374068
DRON:00023550	Antazoline / tetrahydrozoline Ophthalmic Solution	DRON:00000020	374069
DRON:00023551	tetrazepam Oral Tablet	DRON:00000022	374070
DRON:00023552	Sulfadiazine / tetroxoprim Oral Tablet	DRON:00000022	374071
DRON:00023553	Thalidomide Oral Capsule	DRON:00000026	374072
DRON:00023554	Theophylline Oral Tablet	DRON:00000022	374073
DRON:00023555	Theophylline Oral Capsule	DRON:00000026	374074
DRON:00023556	Theophylline Extended Release Capsule	DRON:00000026	374075
DRON:00023557	Theophylline Oral Suspension	DRON:00000021	374076
DRON:00023558	Theophylline Oral Solution	DRON:00000020	374077
DRON:00023559	Guaifenesin / Theophylline Oral Solution	DRON:00000020	374078
DRON:00023560	Guaifenesin / Theophylline Oral Tablet	DRON:00000022	374079
DRON:00023561	Theophylline Extended Release Tablet	DRON:00000022	374080
DRON:00023562	Dextromethorphan / Theophylline Oral Solution	DRON:00000020	374081
DRON:00023563	Dextromethorphan / Theophylline Extended Release Tablet	DRON:00000022	374082
DRON:00023564	Ephedrine / Theophylline Oral Tablet	DRON:00000022	374083
DRON:00023565	etofylline / Theophylline Oral Solution	DRON:00000020	374084
DRON:00023566	Guaifenesin / Theophylline Oral Capsule	DRON:00000026	374085
DRON:00023567	iodinated glycerol / Theophylline Oral Solution	DRON:00000020	374086
DRON:00023568	Potassium Iodide / Theophylline Oral Solution	DRON:00000020	374087
DRON:00023569	Ketotifen / Theophylline Oral Solution	DRON:00000020	374088
DRON:00023570	Ketotifen / Theophylline Extended Release Tablet	DRON:00000022	374089
DRON:00023571	Thiabendazole Chewable Tablet	DRON:00000022	374090
DRON:00023572	Thiamine Oral Capsule	DRON:00000026	374091
DRON:00023573	Thiamine Oral Solution	DRON:00000020	374092
DRON:00023574	Thiamine Oral Tablet	DRON:00000022	374093
DRON:00023575	Thiamine Extended Release Tablet	DRON:00000022	374094
DRON:00023576	Thiamphenicol Oral Suspension	DRON:00000021	374095
DRON:00023577	Thiamphenicol Oral Tablet	DRON:00000022	374097
DRON:00023578	Thiethylperazine Injectable Solution	DRON:00000020	374098
DRON:00023579	Thiethylperazine Rectal Suppository	DRON:00000005	374099
DRON:00023580	Thiethylperazine Oral Tablet	DRON:00000022	374100
DRON:00023581	Thioguanine Oral Tablet	DRON:00000022	374104
DRON:00023582	thiopropazate Oral Tablet	DRON:00000022	374105
DRON:00023583	thioproperazine Oral Tablet	DRON:00000022	374106
DRON:00023584	Thioridazine Oral Solution	DRON:00000020	374107
DRON:00023585	Thioridazine Oral Tablet	DRON:00000022	374108
DRON:00023586	Thioridazine Extended Release Tablet	DRON:00000022	374109
DRON:00023587	Thiothixene Oral Capsule	DRON:00000026	374110
DRON:00023588	Thiothixene Oral Solution	DRON:00000020	374111
DRON:00023589	Thiothixene Injectable Solution	DRON:00000020	374112
DRON:00023590	Threonine Oral Capsule	DRON:00000026	374113
DRON:00023591	Thrombin Topical Solution	DRON:00000020	374114
DRON:00023592	thymomodulin Oral Solution	DRON:00000020	374115
DRON:00023593	Thyroglobulin Oral Tablet	DRON:00000022	374117
DRON:00023594	thyroid (USP) Enteric Coated Tablet	DRON:00000022	374120
DRON:00023595	thyroid (USP) Oral Tablet	DRON:00000022	374122
DRON:00023596	tiagabine Oral Tablet	DRON:00000022	374123
DRON:00023597	tianeptine Oral Tablet	DRON:00000022	374124
DRON:00023598	tibolone Oral Tablet	DRON:00000022	374130
DRON:00023599	Ticlopidine Oral Tablet	DRON:00000022	374131
DRON:00023600	Tilidine Oral Capsule	DRON:00000026	374132
DRON:00023601	Timolol Ophthalmic Solution	DRON:00000020	374134
DRON:00023602	Timolol Oral Tablet	DRON:00000022	374135
DRON:00023603	Bendroflumethiazide / Timolol Oral Tablet	DRON:00000022	374136
DRON:00023604	Pilocarpine / Timolol Ophthalmic Solution	DRON:00000020	374137
DRON:00023605	Tinidazole Oral Tablet	DRON:00000022	374138
DRON:00023606	Nystatin / Tinidazole Vaginal Tablet	DRON:00000022	374139
DRON:00023607	tioconazole Topical Solution	DRON:00000020	374140
DRON:00023608	tioconazole Vaginal Suppository	DRON:00000005	374141
DRON:00023609	Tinidazole / tioconazole Vaginal Tablet	DRON:00000022	374142
DRON:00023610	Shark liver oil / Tissue Respiratory Factor Rectal Ointment	DRON:00000019	374143
DRON:00023611	Shark liver oil / Tissue Respiratory Factor Rectal Suppository	DRON:00000005	374144
DRON:00023612	tizanidine Oral Tablet	DRON:00000022	374146
DRON:00023613	Tobramycin Injectable Solution	DRON:00000020	374147
DRON:00023614	Tocainide Oral Tablet	DRON:00000022	374148
DRON:00023615	Tolazamide Oral Tablet	DRON:00000022	374149
DRON:00023616	Tolazoline Injectable Solution	DRON:00000020	374150
DRON:00023617	Tolazoline Oral Tablet	DRON:00000022	374151
DRON:00023618	Tolbutamide Oral Tablet	DRON:00000022	374152
DRON:00023619	tolcapone Oral Tablet	DRON:00000022	374153
DRON:00023620	tolfenamic acid Oral Capsule	DRON:00000026	374154
DRON:00023621	Tolmetin Oral Capsule	DRON:00000026	374155
DRON:00023622	Tolmetin Oral Solution	DRON:00000020	374156
DRON:00023623	Tolmetin Oral Tablet	DRON:00000022	374157
DRON:00023624	Tolnaftate Powder Spray	DRON:00000005	374158
DRON:00023625	Tolnaftate Topical Solution	DRON:00000020	374159
DRON:00023626	Tolperisone Oral Tablet	DRON:00000022	374160
DRON:00023627	Acetaminophen / Tolperisone Oral Capsule	DRON:00000026	374161
DRON:00023628	Ibuprofen / Tolperisone Oral Tablet	DRON:00000022	374162
DRON:00023629	tolrestat Oral Capsule	DRON:00000026	374163
DRON:00023630	tolterodine Oral Tablet	DRON:00000022	374164
DRON:00023631	topiramate Oral Capsule	DRON:00000026	374165
DRON:00023632	topiramate Oral Tablet	DRON:00000022	374166
DRON:00023633	Toremifene Oral Tablet	DRON:00000022	374167
DRON:00023634	torsemide Oral Tablet	DRON:00000022	374168
DRON:00023635	Tramadol Oral Capsule	DRON:00000026	374169
DRON:00023636	Tramadol Injectable Solution	DRON:00000020	374170
DRON:00023637	Tramadol Oral Solution	DRON:00000020	374171
DRON:00023638	Tramadol Rectal Suppository	DRON:00000005	374172
DRON:00023639	Tramadol Oral Tablet	DRON:00000022	374173
DRON:00023640	Tramadol Extended Release Tablet	DRON:00000022	374174
DRON:00023641	tramazoline Nasal Solution	DRON:00000020	374175
DRON:00023642	trandolapril Oral Capsule	DRON:00000026	374176
DRON:00023643	trandolapril Oral Tablet	DRON:00000022	374177
DRON:00023644	trandolapril / Verapamil Extended Release Tablet	DRON:00000022	374178
DRON:00023645	Tranexamic Acid Injectable Solution	DRON:00000020	374179
DRON:00023646	Tranexamic Acid Oral Solution	DRON:00000020	374180
DRON:00023647	Tranexamic Acid Oral Tablet	DRON:00000022	374181
DRON:00023648	Tranylcypromine Oral Tablet	DRON:00000022	374182
DRON:00023649	Trazodone Oral Capsule	DRON:00000026	374183
DRON:00023650	Trazodone Oral Solution	DRON:00000020	374184
DRON:00023651	Trazodone Oral Tablet	DRON:00000022	374185
DRON:00023652	treosulfan Oral Capsule	DRON:00000026	374186
DRON:00023653	Tretinoin Oral Capsule	DRON:00000026	374187
DRON:00023654	Tretinoin Topical Solution	DRON:00000020	374188
DRON:00023655	Triamcinolone Nasal Spray	DRON:00000005	374189
DRON:00023656	Triamcinolone Oral Solution	DRON:00000020	374191
DRON:00023657	Hydrochlorothiazide / Triamterene Oral Tablet	DRON:00000022	374192
DRON:00023658	Triamterene Oral Capsule	DRON:00000026	374193
DRON:00023659	Triamterene Oral Tablet	DRON:00000022	374194
DRON:00023660	benzthiazide / Triamterene Oral Capsule	DRON:00000026	374195
DRON:00023661	Furosemide / Triamterene Oral Tablet	DRON:00000022	374196
DRON:00023662	Triazolam Oral Tablet	DRON:00000022	374197
DRON:00023663	tribenoside Oral Capsule	DRON:00000026	374198
DRON:00023664	Trichlormethiazide Oral Tablet	DRON:00000022	374199
DRON:00023665	TRICOPHYTON PREPARATION Injectable Solution	DRON:00000020	374200
DRON:00023666	triclofos Oral Solution	DRON:00000020	374201
DRON:00023667	Triclosan Topical Solution	DRON:00000020	374202
DRON:00023668	Meprobamate / tridihexethyl Oral Tablet	DRON:00000022	374203
DRON:00023669	tridihexethyl Oral Tablet	DRON:00000022	374204
DRON:00023670	Trientine Oral Capsule	DRON:00000026	374205
DRON:00023671	Trifluoperazine Injectable Solution	DRON:00000020	374206
DRON:00023672	Trifluoperazine Oral Solution	DRON:00000020	374207
DRON:00023673	Trifluoperazine Oral Tablet	DRON:00000022	374208
DRON:00023674	Trifluperidol Oral Tablet	DRON:00000022	374209
DRON:00023675	Triflupromazine Injectable Solution	DRON:00000020	374210
DRON:00023676	triflusal Oral Capsule	DRON:00000026	374211
DRON:00023677	Trihexyphenidyl Extended Release Capsule	DRON:00000026	374212
DRON:00023678	Trihexyphenidyl Oral Solution	DRON:00000020	374213
DRON:00023679	Trihexyphenidyl Oral Tablet	DRON:00000022	374214
DRON:00023680	trilostane Oral Capsule	DRON:00000026	374215
DRON:00023681	Trimebutine Oral Suspension	DRON:00000021	374216
DRON:00023682	Trimebutine Injectable Solution	DRON:00000020	374217
DRON:00023683	Trimebutine Oral Solution	DRON:00000020	374218
DRON:00023684	Trimebutine Oral Tablet	DRON:00000022	374219
DRON:00023685	Bromazepam / Trimebutine Oral Tablet	DRON:00000022	374220
DRON:00023686	Trimeprazine Extended Release Capsule	DRON:00000026	374221
DRON:00023687	Trimeprazine Oral Tablet	DRON:00000022	374222
DRON:00023688	Trimetazidine Oral Tablet	DRON:00000022	374223
DRON:00023689	Trimethadione Oral Capsule	DRON:00000026	374224
DRON:00023690	Trimethadione Oral Solution	DRON:00000020	374225
DRON:00023691	Trimethadione Oral Tablet	DRON:00000022	374226
DRON:00023692	trimethobenzamide Oral Capsule	DRON:00000026	374227
DRON:00023693	trimethobenzamide Rectal Suppository	DRON:00000005	374228
DRON:00023694	Trimethoprim Oral Suspension	DRON:00000021	374229
DRON:00023695	Trimethoprim Oral Tablet	DRON:00000022	374230
DRON:00023696	Rifampin / Trimethoprim Oral Solution	DRON:00000020	374231
DRON:00023697	Rifampin / Trimethoprim Oral Tablet	DRON:00000022	374232
DRON:00023698	Sulfamethoxazole / Trimethoprim Oral Suspension	DRON:00000021	374233
DRON:00023699	Sulfamethoxazole / Trimethoprim Oral Tablet	DRON:00000022	374234
DRON:00023700	Sulfalene / Trimethoprim Oral Capsule	DRON:00000026	374235
DRON:00023701	sulfametrole / Trimethoprim Oral Tablet	DRON:00000022	374236
DRON:00023702	Sulfamoxole / Trimethoprim Oral Tablet	DRON:00000022	374237
DRON:00023703	Trimipramine Oral Capsule	DRON:00000026	374238
DRON:00023704	Trimipramine Oral Tablet	DRON:00000022	374239
DRON:00023705	Trioxsalen Oral Tablet	DRON:00000022	374240
DRON:00023706	Tripelennamine Oral Solution	DRON:00000020	374241
DRON:00023707	Tripelennamine Oral Tablet	DRON:00000022	374242
DRON:00023708	Tripelennamine Extended Release Tablet	DRON:00000022	374243
DRON:00023709	Pseudoephedrine / Triprolidine Oral Capsule	DRON:00000026	374244
DRON:00023710	Pseudoephedrine / Triprolidine Extended Release Capsule	DRON:00000026	374245
DRON:00023711	Pseudoephedrine / Triprolidine Oral Solution	DRON:00000020	374246
DRON:00023712	Pseudoephedrine / Triprolidine Oral Tablet	DRON:00000022	374247
DRON:00023713	Pseudoephedrine / Triprolidine Chewable Tablet	DRON:00000022	374248
DRON:00023714	Triprolidine Oral Tablet	DRON:00000022	374249
DRON:00023715	Triprolidine Extended Release Tablet	DRON:00000022	374250
DRON:00023716	Dextromethorphan / Triprolidine Oral Solution	DRON:00000020	374251
DRON:00023717	troglitazone Oral Tablet	DRON:00000022	374252
DRON:00023718	Troleandomycin Oral Capsule	DRON:00000026	374253
DRON:00023719	Phenylephrine / Tropicamide Ophthalmic Solution	DRON:00000020	374254
DRON:00023720	tropisetron Oral Capsule	DRON:00000026	374255
DRON:00023721	trovafloxacin Oral Tablet	DRON:00000022	374257
DRON:00023722	Tryptophan Oral Capsule	DRON:00000026	374258
DRON:00023723	Tryptophan Oral Tablet	DRON:00000022	374259
DRON:00023724	Tubocurarine Injectable Solution	DRON:00000020	374260
DRON:00023725	tulobuterol Oral Solution	DRON:00000020	374261
DRON:00023726	tulobuterol Oral Tablet	DRON:00000022	374262
DRON:00023727	tyloxapol Ophthalmic Solution	DRON:00000020	374263
DRON:00023728	Tyrosine Oral Capsule	DRON:00000026	374265
DRON:00023729	Tyrosine Oral Tablet	DRON:00000022	374266
DRON:00023730	isopropyl unoprostone Ophthalmic Solution	DRON:00000020	374269
DRON:00023731	Uracil Mustard Oral Capsule	DRON:00000026	374270
DRON:00023732	Urea Oral Tablet	DRON:00000022	374271
DRON:00023733	valacyclovir Oral Tablet	DRON:00000022	374272
DRON:00023734	valerian root extract Oral Tablet	DRON:00000022	374274
DRON:00023735	Valine Oral Capsule	DRON:00000026	374275
DRON:00023736	valsartan Oral Capsule	DRON:00000026	374279
DRON:00023737	Hydrochlorothiazide / valsartan Oral Tablet	DRON:00000022	374280
DRON:00023738	Vancomycin Oral Capsule	DRON:00000026	374281
DRON:00023739	Vancomycin Oral Solution	DRON:00000020	374282
DRON:00023740	Vasopressin (USP) Injectable Solution	DRON:00000020	374283
DRON:00023741	Vasopressin (USP) Injectable Suspension	DRON:00000021	374284
DRON:00023742	venlafaxine Oral Tablet	DRON:00000022	374285
DRON:00023743	veralipride Oral Capsule	DRON:00000026	374286
DRON:00023744	veralipride Oral Tablet	DRON:00000022	374287
DRON:00023745	Bromazepam / veralipride Oral Tablet	DRON:00000022	374288
DRON:00023746	Verapamil Oral Tablet	DRON:00000022	374289
DRON:00023747	Verapamil Extended Release Tablet	DRON:00000022	374290
DRON:00023748	Vigabatrin Oral Tablet	DRON:00000022	374291
DRON:00023749	Viloxazine Oral Tablet	DRON:00000022	374292
DRON:00023750	vinburnine Injectable Solution	DRON:00000020	374293
DRON:00023751	vinburnine Oral Tablet	DRON:00000022	374294
DRON:00023752	Vincamine Extended Release Capsule	DRON:00000026	374295
DRON:00023753	Vincamine Oral Solution	DRON:00000020	374296
DRON:00023754	Vincamine Oral Tablet	DRON:00000022	374297
DRON:00023755	Cinnarizine / Vincamine Oral Tablet	DRON:00000022	374298
DRON:00023756	vinpocetine Oral Tablet	DRON:00000022	374299
DRON:00023757	vinpocetine Extended Release Tablet	DRON:00000022	374300
DRON:00023758	Vitamin A Oral Capsule	DRON:00000026	374301
DRON:00023759	Vitamin A Chewable Tablet	DRON:00000022	374302
DRON:00023760	Vitamin A Oral Suspension	DRON:00000021	374303
DRON:00023761	Vitamin A Injectable Suspension	DRON:00000021	374304
DRON:00023762	Vitamin A Ophthalmic Solution	DRON:00000020	374305
DRON:00023763	Vitamin A Oral Solution	DRON:00000020	374306
DRON:00023764	Vitamin A Oral Tablet	DRON:00000022	374307
DRON:00023765	Beta Carotene / Vitamin A Oral Capsule	DRON:00000026	374308
DRON:00023766	Beta Carotene / Vitamin A Oral Tablet	DRON:00000022	374309
DRON:00023767	Vitamin D Oral Capsule	DRON:00000026	374310
DRON:00023768	Vitamin D Chewable Tablet	DRON:00000022	374311
DRON:00023769	Vitamin D Oral Solution	DRON:00000020	374312
DRON:00023770	Vitamin D Oral Tablet	DRON:00000022	374313
DRON:00023771	Vitamin E Chewable Tablet	DRON:00000022	374314
DRON:00023772	Vitamin E Injectable Suspension	DRON:00000021	374315
DRON:00023773	Vitamin E Oral Solution	DRON:00000020	374316
DRON:00023774	Vitamin E Oral Tablet	DRON:00000022	374317
DRON:00023775	Vitamin K Oral Tablet	DRON:00000022	374318
DRON:00023776	Warfarin Oral Tablet	DRON:00000022	374319
DRON:00023777	Warfarin Injectable Solution	DRON:00000020	374320
DRON:00023778	Wild yam extract Oral Capsule	DRON:00000026	374323
DRON:00023779	Salicin extract Oral Tablet	DRON:00000022	374324
DRON:00023780	Xamoterol Oral Tablet	DRON:00000022	374325
DRON:00023781	zafirlukast Oral Tablet	DRON:00000022	374330
DRON:00023782	Zidovudine Oral Capsule	DRON:00000026	374331
DRON:00023783	Zidovudine Oral Tablet	DRON:00000022	374332
DRON:00023784	zileuton Oral Capsule	DRON:00000026	374333
DRON:00023785	zileuton Oral Tablet	DRON:00000022	374334
DRON:00023786	Zinc Acetate Oral Capsule	DRON:00000026	374335
DRON:00023787	Zinc Gluconate Oral Capsule	DRON:00000026	374338
DRON:00023788	Zinc Gluconate Chewable Tablet	DRON:00000022	374339
DRON:00023789	Zinc Gluconate Lozenge	DRON:00000005	374340
DRON:00023790	Zinc Gluconate Extended Release Tablet	DRON:00000022	374341
DRON:00023791	Ascorbic Acid / Zinc Gluconate Chewable Tablet	DRON:00000022	374342
DRON:00023792	Ascorbic Acid / Zinc Gluconate Lozenge	DRON:00000005	374343
DRON:00023793	Ascorbic Acid / Zinc Gluconate Oral Tablet	DRON:00000022	374344
DRON:00023794	Zinc Orotate Oral Tablet	DRON:00000022	374346
DRON:00023795	Zinc Oxide Oral Tablet	DRON:00000022	374347
DRON:00023796	ZINC PICOLINATE Oral Capsule	DRON:00000026	374348
DRON:00023797	ZINC PICOLINATE Oral Tablet	DRON:00000022	374349
DRON:00023798	Zinc Sulfate Injectable Solution	DRON:00000020	374350
DRON:00023799	Zinc Sulfate Oral Solution	DRON:00000020	374351
DRON:00023800	Zinc Sulfate Ophthalmic Solution	DRON:00000020	374352
DRON:00023801	Zinc Sulfate Oral Tablet	DRON:00000022	374353
DRON:00023802	Zinc Sulfate Extended Release Tablet	DRON:00000022	374354
DRON:00023803	Ascorbic Acid / Zinc Sulfate Chewable Tablet	DRON:00000022	374355
DRON:00023804	Ascorbic Acid / Zinc Sulfate Lozenge	DRON:00000005	374356
DRON:00023805	Ascorbic Acid / Zinc Sulfate Oral Tablet	DRON:00000022	374357
DRON:00023806	zipeprol Oral Capsule	DRON:00000026	374360
DRON:00023807	zipeprol Oral Tablet	DRON:00000022	374362
DRON:00023808	zolmitriptan Oral Tablet	DRON:00000022	374363
DRON:00023809	zolpidem Oral Tablet	DRON:00000022	374364
DRON:00023810	zopiclone Oral Tablet	DRON:00000022	374365
DRON:00023811	Zuclopenthixol Oral Solution	DRON:00000020	374366
DRON:00023812	Zuclopenthixol Oral Tablet	DRON:00000022	374367
DRON:00023813	Bumetanide Injectable Solution	DRON:00000020	374368
DRON:00023814	Anthralin Topical Ointment	DRON:00000019	374369
DRON:00023815	Dobutamine Injectable Solution	DRON:00000020	374370
DRON:00023816	desmopressin Nasal Spray	DRON:00000005	374371
DRON:00023817	Bupivacaine / Epinephrine Injectable Solution	DRON:00000020	374372
DRON:00023818	Desoximetasone Topical Ointment	DRON:00000019	374373
DRON:00023819	doxacurium Injectable Solution	DRON:00000020	374374
DRON:00023820	Guaifenesin Extended Release Capsule	DRON:00000026	374375
DRON:00023821	Doxorubicin Injectable Solution	DRON:00000020	374376
DRON:00023822	chromic chloride Injectable Solution	DRON:00000020	374377
DRON:00023823	Enalaprilat Injectable Solution	DRON:00000020	374378
DRON:00023824	clidinium Oral Capsule	DRON:00000026	374380
DRON:00023825	Clioquinol / Hydrocortisone Topical Ointment	DRON:00000019	374381
DRON:00023826	Erythromycin Topical Ointment	DRON:00000019	374382
DRON:00023827	Levocarnitine Injectable Solution	DRON:00000020	374383
DRON:00023828	Hydrocortisone Paste	DRON:00000005	374384
DRON:00023829	Hydrocortisone / Neomycin Topical Ointment	DRON:00000019	374385
DRON:00023830	CHYMOTRYPSIN Injectable Solution	DRON:00000020	374386
DRON:00023831	Heparin Injectable Solution	DRON:00000020	374387
DRON:00023832	Ethiodized Oil Injectable Solution	DRON:00000020	374388
DRON:00023833	Meperidine / Promethazine Oral Capsule	DRON:00000026	374389
DRON:00023834	Famotidine Injectable Solution	DRON:00000020	374391
DRON:00023835	Interferon Alfa-2a Injectable Solution	DRON:00000020	374394
DRON:00023836	Moricizine Oral Tablet	DRON:00000022	374395
DRON:00023837	Nandrolone Injectable Solution	DRON:00000020	374396
DRON:00023838	Iodamide Injectable Solution	DRON:00000020	374397
DRON:00023839	Methyldopate Injectable Solution	DRON:00000020	374398
DRON:00023840	Adenosine Injectable Solution	DRON:00000020	374399
DRON:00023841	Nystatin / Triamcinolone Topical Ointment	DRON:00000019	374401
DRON:00023842	oxtriphylline Enteric Coated Tablet	DRON:00000022	374402
DRON:00023843	meningococcal group A polysaccharide Injectable Solution	DRON:00000020	374403
DRON:00023844	metocurine Injectable Solution	DRON:00000020	374404
DRON:00023845	Nitroglycerin Topical Ointment	DRON:00000019	374405
DRON:00023846	Oxytetracycline / Polymyxin B Ophthalmic Ointment	DRON:00000019	374406
DRON:00023847	Phentermine Extended Release Tablet	DRON:00000022	374407
DRON:00023848	Epinephrine / Prilocaine Injectable Solution	DRON:00000020	374408
DRON:00023849	Primaquine Oral Tablet	DRON:00000022	374409
DRON:00023850	Diazoxide Injectable Solution	DRON:00000020	374410
DRON:00023851	Nicardipine Injectable Solution	DRON:00000020	374411
DRON:00023852	Progesterone Injectable Solution	DRON:00000020	374412
DRON:00023853	Physostigmine Ophthalmic Ointment	DRON:00000019	374413
DRON:00023854	phensuximide Oral Tablet	DRON:00000022	374414
DRON:00023855	Colestipol Oral Tablet	DRON:00000022	374415
DRON:00023856	Nitrofurazone Topical Ointment	DRON:00000019	374416
DRON:00023857	Tetracaine Ophthalmic Ointment	DRON:00000019	374418
DRON:00023858	Hydrochlorothiazide / Timolol Oral Tablet	DRON:00000022	374419
DRON:00023859	Tetracycline Oral Suspension	DRON:00000021	374420
DRON:00023860	Pilocarpine Oral Tablet	DRON:00000022	374421
DRON:00023861	Flumazenil Injectable Solution	DRON:00000020	374422
DRON:00023862	Benzocaine Topical Ointment	DRON:00000019	374423
DRON:00023863	Diltiazem Extended Release Capsule	DRON:00000026	374425
DRON:00023864	fluocinolone Topical Solution	DRON:00000020	374426
DRON:00023865	Thiabendazole Oral Suspension	DRON:00000021	374427
DRON:00023866	Thioridazine Oral Suspension	DRON:00000021	374428
DRON:00023867	Fluorometholone Ophthalmic Ointment	DRON:00000019	374430
DRON:00023868	Trimethadione Chewable Tablet	DRON:00000022	374432
DRON:00023869	trimethobenzamide Injectable Solution	DRON:00000020	374433
DRON:00023870	Triamcinolone Topical Ointment	DRON:00000019	374434
DRON:00023871	Tyropanoate Oral Capsule	DRON:00000026	374435
DRON:00023872	Urea Paste	DRON:00000005	374436
DRON:00023873	Dexamethasone / Tobramycin Ophthalmic Ointment	DRON:00000019	374438
DRON:00023874	varicella-zoster immune globulin Injectable Solution	DRON:00000020	374439
DRON:00023875	Aspirin / Carisoprodol Oral Tablet	DRON:00000022	374442
DRON:00023876	tetanus toxoid vaccine, inactivated Injectable Suspension	DRON:00000021	374444
DRON:00023877	Yellow Fever Vaccine Injectable Solution	DRON:00000020	374445
DRON:00023878	Lidocaine / Oxytetracycline Injectable Solution	DRON:00000020	374446
DRON:00023879	Estradiol / Testosterone Injectable Solution	DRON:00000020	374447
DRON:00023880	Calcium Glycerophosphate / calcium lactate Injectable Solution	DRON:00000020	374448
DRON:00023881	amcinonide Topical Ointment	DRON:00000019	374449
DRON:00023882	Vidarabine Ophthalmic Ointment	DRON:00000019	374450
DRON:00023883	Ergotamine Oral Tablet	DRON:00000022	374451
DRON:00023884	s typhi (ty-2 strain) Injectable Suspension	DRON:00000021	374455
DRON:00023885	Epinephrine / Lidocaine Injectable Solution	DRON:00000020	374456
DRON:00023886	Epinephrine / Etidocaine Injectable Solution	DRON:00000020	374458
DRON:00023887	Tolnaftate Topical Powder	DRON:00000005	374462
DRON:00023888	Tolnaftate Topical Ointment	DRON:00000019	374463
DRON:00023889	Latrodectus mactans antivenin Injectable Solution	DRON:00000020	374464
DRON:00023890	Pseudoephedrine / Triprolidine Extended Release Tablet	DRON:00000022	374465
DRON:00023891	boric acid Otic Solution	DRON:00000020	374466
DRON:00023892	boric acid Topical Ointment	DRON:00000019	374467
DRON:00023893	Mineral Oil / Phenolphthalein Oral Solution	DRON:00000020	374468
DRON:00023894	Calamine Topical Powder	DRON:00000005	374469
DRON:00023895	Calcium Carbonate / Vitamin D Oral Tablet	DRON:00000022	374471
DRON:00023896	Benzocaine / Dextromethorphan Lozenge	DRON:00000005	374472
DRON:00023897	Acyclovir Topical Ointment	DRON:00000019	374473
DRON:00023898	Zinc Oxide Topical Ointment	DRON:00000019	374474
DRON:00023899	Salicylic Acid Topical Ointment	DRON:00000019	374475
DRON:00023900	Salicylic Acid Transdermal Patch	DRON:00000005	374476
DRON:00023901	Calcium Carbonate / magnesium carbonate Oral Suspension	DRON:00000021	374477
DRON:00023902	Calcium Carbonate / Sodium Fluoride Oral Capsule	DRON:00000026	374478
DRON:00023903	Urea Topical Solution	DRON:00000020	374480
DRON:00023904	Docusate / Ferrous fumarate Extended Release Tablet	DRON:00000022	374481
DRON:00023905	Docusate / Ferrous fumarate Extended Release Capsule	DRON:00000026	374482
DRON:00023906	xylometazoline Nasal Spray	DRON:00000005	374484
DRON:00023907	Ferrous fumarate Oral Solution	DRON:00000020	374485
DRON:00023908	ichthammol Topical Ointment	DRON:00000019	374486
DRON:00023909	oxychlorosene Topical Solution	DRON:00000020	374487
DRON:00023910	Oxymetazoline Nasal Spray	DRON:00000005	374488
DRON:00023911	Aluminum Hydroxide / Mineral Oil Oral Suspension	DRON:00000021	374489
DRON:00023912	Ascorbic Acid / Ferrous fumarate Oral Tablet	DRON:00000022	374490
DRON:00023913	Ascorbic Acid / Ferrous fumarate Extended Release Tablet	DRON:00000022	374491
DRON:00023914	Ascorbic Acid / ferrous sulfate Extended Release Tablet	DRON:00000022	374492
DRON:00023915	Ascorbic Acid / ferrous sulfate Extended Release Capsule	DRON:00000026	374493
DRON:00023916	Aspirin / Pseudoephedrine Oral Tablet	DRON:00000022	374494
DRON:00023917	4-Aminobenzoic Acid Oral Tablet	DRON:00000022	374497
DRON:00023918	MAGNESIUM, CHELATED Oral Tablet	DRON:00000022	374498
DRON:00023919	Vitamin A Injectable Solution	DRON:00000020	374499
DRON:00023920	phenol Topical Solution	DRON:00000020	374500
DRON:00023921	Menthol / phenol Lozenge	DRON:00000005	374501
DRON:00023922	Dibucaine Topical Ointment	DRON:00000019	374502
DRON:00023923	Povidone-Iodine Topical Solution	DRON:00000020	374503
DRON:00023924	Povidone-Iodine Vaginal Suppository	DRON:00000005	374504
DRON:00023925	Ascorbic Acid / Phenylpropanolamine Extended Release Tablet	DRON:00000022	374505
DRON:00023926	Povidone-Iodine Topical Ointment	DRON:00000019	374506
DRON:00023927	Carbachol Ophthalmic Solution	DRON:00000020	374507
DRON:00023928	Pheniramine / Phenylephrine Nasal Spray	DRON:00000005	374508
DRON:00023929	Benzocaine / Cetylpyridinium Lozenge	DRON:00000005	374509
DRON:00023930	Epinephrine Topical Solution	DRON:00000020	374510
DRON:00023931	Tetracaine Topical Ointment	DRON:00000019	374511
DRON:00023932	butamben Topical Ointment	DRON:00000019	374512
DRON:00023933	Cascara sagrada / Magnesium Hydroxide Oral Suspension	DRON:00000021	374513
DRON:00023934	chlorophyllin copper complex Topical Solution	DRON:00000020	374514
DRON:00023935	adiastatic barley malt extract Oral Solution	DRON:00000020	374519
DRON:00023936	Naphazoline / Zinc Sulfate Ophthalmic Solution	DRON:00000020	374521
DRON:00023937	Selegiline Oral Capsule	DRON:00000026	374522
