curie	label	rxcui
CHEBI:4470	dextromethorphan	3289
CHEBI:4474	dezocine	22713
CHEBI:4489	Diallyl sulfide	17376
CHEBI:44915	propofol	8782
CHEBI:44932	acepromazine	155
CHEBI:4495	diazoxide	3327
CHEBI:44976	phosphonic acid	1427087
CHEBI:45081	pentamidine	7994
CHEBI:4511	dicloxacillin	3356
CHEBI:4513	dicoumarol	1598
CHEBI:4514	dicyclomine	3361
CHEBI:4518	dienestrol	3368
CHEBI:45213	3-pyridinemethanol	7414
CHEBI:45267	praziquantel	8628
CHEBI:4527	diethylcarbamazine	3384
CHEBI:45285	pyrazinecarboxamide	8987
CHEBI:4530	diethylpropion	3389
CHEBI:453011	ciclopirox	21090
CHEBI:45304	rifapentine	35617
CHEBI:4532	diethylstilbestrol diphosphate	25284
CHEBI:4534	difenoxin	23024
CHEBI:45367	rifabutin	55672
CHEBI:45373	sulfanilamide	10184
CHEBI:45409	ritonavir	85762
CHEBI:4551	digoxin	3407
CHEBI:45571	heptanoic acid	991260
CHEBI:4562	dihydroergotamine	3418
CHEBI:45630	4-oxopentanoic acid	6379
CHEBI:45652	succinylcholine	10154
CHEBI:45716	vorinostat	194337
CHEBI:45735	troleandomycin	10864
CHEBI:45783	imatinib	282388
CHEBI:45863	paclitaxel	56946
CHEBI:45895	tert-butanol	1363061
CHEBI:45906	suramin	10256
CHEBI:4591	dihydrotachysterol	3429
CHEBI:45924	trimethoprim	10829
CHEBI:45951	trifluoperazine	10800
CHEBI:45979	thiabendazole	10450
CHEBI:45980	tacrine	10318
CHEBI:4604	dimenhydrinate	3444
CHEBI:46081	fluconazole	4450
CHEBI:46195	paracetamol	161
CHEBI:46245	coenzyme Q10	21406
CHEBI:46295	vardenafil	306674
CHEBI:4631	diosmin	3489
CHEBI:46345	5-fluorouracil	4492
CHEBI:4636	diphenhydramine	3498
CHEBI:4638	diphenidol	23370
CHEBI:4639	diphenoxylate	3500
CHEBI:4640	diphenylamine	1363044
CHEBI:4646	dipivefrin	23410
CHEBI:465284	ganciclovir	4678
CHEBI:4653	dipyridamole	3521
CHEBI:46557	zoledronic acid	77655
CHEBI:4657	disopyramide	3541
CHEBI:4659	disulfiram	3554
CHEBI:46631	clonidine	2599
CHEBI:46645	isobutanol	1363048
CHEBI:4670	dobutamine	3616
CHEBI:46726	magnetite	473387
CHEBI:46788	2-ethoxyethanol	1314365
CHEBI:46793	poly(ethylene glycol)	8516
CHEBI:4681	dofetilide	49247
CHEBI:4682	dolasetron	68091
CHEBI:46859	polidocanol	968170
CHEBI:46916	vinyl acetate	1368177
CHEBI:46936	nonivamide	31945
CHEBI:46961	phytosphingosine	1363444
CHEBI:4702	dorzolamide	60207
CHEBI:4706	doxacurium	23651
CHEBI:4708	doxazosin	49276
CHEBI:47097	lonafarnib	2467553
CHEBI:4710	doxepin	3638
CHEBI:4712	doxercalciferol	11516
CHEBI:4717	droperidol	3648
CHEBI:471744	imipenem	5690
CHEBI:4724	dyclonine	23744
CHEBI:472657	cefixime	25033
CHEBI:4728	dyphylline	3714
CHEBI:472805	ouabain	7762
CHEBI:47381	diclofenac	3355
CHEBI:473990	entecavir (anhydrous)	306266
CHEBI:4740	Eburnamonine	57954
CHEBI:474014	dirithromycin	23437
CHEBI:474053	cefazolin	2180
CHEBI:474180	caspofungin	140108
CHEBI:47426	furosemide	4603
CHEBI:474859	maleic anhydride	1362876
CHEBI:47499	imipramine	5691
CHEBI:4753	ecothiopate	89778
CHEBI:4754	econazole	3743
CHEBI:47544	loracarbef	28981
CHEBI:47554	chloroethane	4141
CHEBI:47612	bezafibrate	1525
CHEBI:47657	roflumilast	1091836
CHEBI:4775	ellagic acid	1043181
CHEBI:47780	clomipramine	2597
CHEBI:47781	desipramine	3247
CHEBI:47782	lofepramine	6465
CHEBI:4779	emedastine	28144
CHEBI:4781	emetine	3820
CHEBI:478164	cefepime	20481
CHEBI:4784	enalapril	3827
CHEBI:47856	citronellal	1424876
CHEBI:4788	encainide	42368
CHEBI:47898	4'-epidoxorubicin	3995
CHEBI:4792	enflurane	3920
CHEBI:47943	aniracetam	17939
CHEBI:4798	entacapone	60307
CHEBI:4806	(-)-epigallocatechin 3-gallate	24246
CHEBI:480999	vinorelbine	39541
CHEBI:48107	nitric acid	1311391
CHEBI:4814	eprosartan	83515
CHEBI:48140	silicone macromolecule	9778
CHEBI:48151	trisiloxane	1368190
CHEBI:48213	amylmetacresol	236248
CHEBI:4822	ergometrine	4021
CHEBI:48233	calcium peroxide	1426443
CHEBI:48235	chromium oxide	1363045
CHEBI:48236	trichlorofluoromethane	38578
CHEBI:48273	rizatriptan	88014
CHEBI:48339	1-acetyl-4-(4-{[2-(2,4-dichlorophenyl)-2-(1H-imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy}phenyl)piperazine	6135
CHEBI:48347	triclocarban	38609
CHEBI:48390	cinacalcet	407990
CHEBI:48397	methanediol	1797646
CHEBI:48408	ethyl vanillin	1311571
CHEBI:48416	olmesartan	321064
CHEBI:48432	angiotensin II	1999003
CHEBI:4853	esculin	1314351
CHEBI:48538	apomorphine	1043
CHEBI:48549	tolrestat	38386
CHEBI:48552	medetomidine	52016
CHEBI:4856	esmolol	49737
CHEBI:48574	phenylbutazone	8160
CHEBI:4858	estazolam	4077
CHEBI:48669	tranexamic acid	10691
CHEBI:4868	estramustine	4089
CHEBI:48720	argatroban	15202
CHEBI:48723	(-)-lobeline	6464
CHEBI:4873	estropipate	33747
CHEBI:4875	etanercept	214555
CHEBI:4876	etacrynic acid	62349
CHEBI:4877	ethambutol	4110
CHEBI:487869	clavulanate	48203
CHEBI:48814	trichloroacetaldehyde	38574
CHEBI:4882	ethchlorvynol	4118
CHEBI:4884	ethinamate	24474
CHEBI:48844	roxithromycin	9478
CHEBI:4885	ethionamide	4127
CHEBI:4887	ethosuximide	4135
CHEBI:4888	ethotoin	4136
CHEBI:48923	erythromycin	4053
CHEBI:48947	clavulanic acid	21216
CHEBI:48981	quinolin-8-ol	110
CHEBI:49000	2-phenylethanol	8126
CHEBI:49005	deferasirox	614373
CHEBI:4902	Ethylmorphine	4166
CHEBI:4903	17alpha-ethynylestradiol	4124
CHEBI:4904	etidocaine	4171
CHEBI:49040	ezetimibe	341248
CHEBI:4907	etidronic acid	42682
CHEBI:490877	didanosine	3364
CHEBI:4909	etodolac	24605
CHEBI:4910	etomidate	4177
CHEBI:4911	etoposide	4179
CHEBI:4913	etretinate	4182
CHEBI:4917	eugenol	4186
CHEBI:495055	beta-cyclodextrin	1362685
CHEBI:4953	exemestane	258494
CHEBI:49553	copper(II) chloride	21833
CHEBI:49566	cloxacillin	2625
CHEBI:49575	diazepam	3322
CHEBI:49603	lapatinib	480167
CHEBI:49631	gallium atom	1310124
CHEBI:49637	hydrogen atom	5497
CHEBI:4964	Factor X	4262
CHEBI:49662	indometacin	5781
CHEBI:49668	gefitinib	328134
CHEBI:4974	famciclovir	68099
CHEBI:4975	famotidine	4278
CHEBI:49886	rimantadine	9386
CHEBI:49900	arsenous acid	18330
CHEBI:499361	aprepitant	358255
CHEBI:4995	felbamate	24812
CHEBI:49956	xenon(0)	11363
CHEBI:49960	vandetanib	1098413
CHEBI:49976	zinc dichloride	39937
CHEBI:5000	fenfluramine	4328
CHEBI:5001	fenofibrate	8703
CHEBI:5002	fenoldopam	24853
CHEBI:5004	fenoprofen	4331
CHEBI:50122	rosiglitazone	84108
CHEBI:50131	5-aza-2'-deoxycytidine	15657
CHEBI:50156	canrenoic acid	81971
CHEBI:50169	brexanolone	2121777
CHEBI:50172	acitretin	16818
CHEBI:50199	pefloxacin	7960
CHEBI:50212	pizotifen	8373
CHEBI:50217	selegiline	9639
CHEBI:50223	(+)-dexrazoxane	42736
CHEBI:50225	razoxane	9154
CHEBI:50275	esomeprazole	283742
CHEBI:50305	podophyllotoxin	8463
CHEBI:503442	gallamine	4638
CHEBI:50369	tris(picolinato)chromium	59308
CHEBI:50378	nitisinone	61805
CHEBI:50381	miglustat	402316
CHEBI:50385	hemin	5175
CHEBI:50438	phenprocoumon	8150
CHEBI:5050	fexofenadine	87636
CHEBI:50567	levosimendan	73107
CHEBI:50580	arbutamine	61609
CHEBI:5062	finasteride	25025
CHEBI:50648	9-cis-retinoic acid	81864
CHEBI:50659	dronedarone	233698
CHEBI:50663	zanamivir	69722
CHEBI:50667	mercaptopurine	103
CHEBI:50673	methimazole	6835
CHEBI:50692	mifepristone	6964
CHEBI:50693	milrinone	52769
CHEBI:50694	minocycline	6980
CHEBI:50729	mitoxantrone	7005
CHEBI:50730	montelukast	88249
CHEBI:50742	cyproterone	3014
CHEBI:50749	calcipotriol	29365
CHEBI:50777	etonogestrel	14584
CHEBI:50785	ethynodiol	24591
CHEBI:50815	norgestimate	31994
CHEBI:50819	ferric oxide	1310572
CHEBI:50820	ferrous oxide	1363047
CHEBI:50821	ferrosoferric oxide	1310708
CHEBI:50838	drospirenone	11636
CHEBI:50841	loxapine	6475
CHEBI:50845	doxycycline	3640
CHEBI:50859	bexarotene	233272
CHEBI:50861	treprostinil	343048
CHEBI:50867	ciprofibrate	21149
CHEBI:50868	penicillamine	7975
CHEBI:5088	flavoxate	4440
CHEBI:50883	boron nitride	1363426
CHEBI:50885	fludrocortisone	4452
CHEBI:50922	eletriptan	231049
CHEBI:50924	sorafenib	495881
CHEBI:5098	flucloxacillin	4448
CHEBI:5100	flucytosine	4451
CHEBI:5103	flumazenil	4457
CHEBI:51032	epinastine	39684
CHEBI:51038	minaprine	30031
CHEBI:51041	acamprosate	82819
CHEBI:51043	tegaserod	139778
CHEBI:5106	flunisolide	25120
CHEBI:51066	dapiprazole	22298
CHEBI:5108	Fluocinolone	25126
CHEBI:5109	Fluocinonide	4462
CHEBI:51137	mianserin	6929
CHEBI:51141	alfuzosin	17300
CHEBI:51164	lisuride	6446
CHEBI:5118	fluoxetine	4493
CHEBI:5120	fluoxymesterone	4494
CHEBI:51208	mecillinam	626
CHEBI:51209	pseudoephedrine	8896
CHEBI:5121	flupenthixol	4495
CHEBI:51210	pivmecillinam	627
CHEBI:51211	alprenolol	597
CHEBI:5123	fluphenazine	4496
CHEBI:51230	bimatoprost	283810
CHEBI:5127	Flurandrenolide	4500
CHEBI:5128	flurazepam	4501
CHEBI:5130	flurbiprofen	4502
CHEBI:5132	flutamide	4508
CHEBI:5134	fluticasone	41126
CHEBI:51364	zuclopenthixol	114176
CHEBI:51368	lofexidine	28863
CHEBI:5138	fluvoxamine	42355
CHEBI:51380	doxylamine	3642
CHEBI:51403	1,4-phenylenediamine	8948
CHEBI:5141	fomepizole	15226
CHEBI:51450	bosentan	75207
CHEBI:5147	formoterol	25255
CHEBI:5163	fosinopril	50166
CHEBI:5165	Fosphenytoin	72236
CHEBI:51758	azidocillin	18609
CHEBI:51770	sultamicillin	37415
CHEBI:51804	imidocarb	1740237
CHEBI:51805	imidurea	1368885
CHEBI:518413	alverine	17627
CHEBI:51860	dexmethylphenidate	352372
CHEBI:5195	furazolidone	4601
CHEBI:52010	chlorphenamine	2400
CHEBI:52053	eosin YS dye	1310593
CHEBI:52065	methicillin sodium	267073
CHEBI:52071	dextran	3272
CHEBI:520819	flufenamate	618272
CHEBI:520985	almotriptan	279645
CHEBI:521033	dutasteride	228790
CHEBI:52139	benzylpenicillin clemizole	21226
CHEBI:52172	nilotinib	662281
CHEBI:52261	rose bengal	9471
CHEBI:52334	rhodamine B	1362930
CHEBI:52357	chlorine dioxide	20799
CHEBI:52427	phenethicillin	33277
CHEBI:52429	propicillin	34649
CHEBI:52683	butane-1,3-diol	1310542
CHEBI:52717	bortezomib	358258
CHEBI:5280	gatifloxacin	228476
CHEBI:5291	gelatin	4716
CHEBI:5296	gemfibrozil	4719
CHEBI:52993	lormetazepam	28894
CHEBI:53001	nickel sulfate	31738
CHEBI:53226	polyethylene macromolecule	8519
CHEBI:53248	poly(vinylpyrrolidone)	8610
CHEBI:53258	sodium citrate	253204
CHEBI:53279	poly(sodium styrenesulfonate)	56512
CHEBI:53289	donepezil	135447
CHEBI:53325	nitrocellulose	1425879
CHEBI:53351	chromium(3+) trichloride	21009
CHEBI:53352	chromium chloride	21032
CHEBI:534	1,4-bis(2-ethylhexyl) sulfosuccinate	82003
CHEBI:53422	polysorbate	8561
CHEBI:53423	polysorbate 40	1367265
CHEBI:53424	polysorbate 20	8559
CHEBI:53425	polysorbate 60	1368867
CHEBI:53426	polysorbate 80	8560
CHEBI:53438	iron(3+) sulfate	24913
CHEBI:53448	methyl cellulose	6873
CHEBI:53459	hydroxycitronellal	1362893
CHEBI:53471	chromium(III) sulfate	90402
CHEBI:53474	lithium sulfate	28818
CHEBI:53579	pholcodine	33431
CHEBI:53587	quaternium-52	1363626
CHEBI:53700	quinoline yellow	1305564
CHEBI:53753	triolein	1368168
CHEBI:53760	eszopiclone	461016
CHEBI:53766	acenocoumarol	154
CHEBI:53767	chloramine T	20762
CHEBI:53770	aceprometazine	161203
CHEBI:53773	3'''-O-acetyldigitoxin	132871
CHEBI:53775	tergitol NP-9	53750
CHEBI:53776	alclometasone	108088
CHEBI:53778	almitrine	528
CHEBI:5383	glimepiride	25789
CHEBI:5384	glipizide	4821
CHEBI:5391	glucagon	4832
CHEBI:5417	glucosamine	4845
CHEBI:5439	Glutethimide	4903
CHEBI:5441	glyburide	4815
CHEBI:5520	gonadorelin	6384
CHEBI:5523	Goserelin	50610
CHEBI:5530	gramicidin S	5011
CHEBI:55313	alcuronium	460
CHEBI:55344	n-pentyl nitrite	742
CHEBI:55346	anidulafungin	341018
CHEBI:553473	ceftizoxime	2192
CHEBI:55365	alpha-hexylcinnamaldehyde	1311811
CHEBI:5537	granisetron	26237
CHEBI:553827	bambuterol	18751
CHEBI:5543	Grepafloxacin	83719
CHEBI:554446	cephapirin	2238
CHEBI:5550	guaiazulene	26290
CHEBI:5551	Guaifenesin	5032
CHEBI:5553	Guanabenz	5033
CHEBI:55548	sulfamoxole	10183
CHEBI:5555	guanadrel	26296
CHEBI:5557	guanethidine	5036
CHEBI:5558	Guanfacine	40114
CHEBI:5603	Halazepam	26412
CHEBI:5612	Halofantrine	50749
CHEBI:5613	haloperidol	5093
CHEBI:5614	Haloprogin	26422
CHEBI:5615	halothane	5095
CHEBI:567361	cladribine	44157
CHEBI:568021	tioxolone	2059173
CHEBI:5693	hexachlorophene	5293
CHEBI:5706	hexobarbital	5302
CHEBI:5707	Hexocyclium	26867
CHEBI:5739	histrelin	50975
CHEBI:5747	Homatropine	27084
CHEBI:575568	atovaquone	60212
CHEBI:57589	O-acetyl-L-carnitine	193
CHEBI:5764	hordenine	27120
CHEBI:5775	hydralazine	5470
CHEBI:5778	hydrochlorothiazide	5487
CHEBI:5779	hydrocodone	5489
CHEBI:5784	hydroflumethiazide	5495
CHEBI:5790	hydromorphone	3423
CHEBI:5792	Hydroquinidine	27220
CHEBI:5801	hydroxychloroquine	5521
CHEBI:58128	N(5)-ethyl-L-glutamine zwitterion	38022
CHEBI:5818	hydroxyzine	5553
CHEBI:58187	alginate	1370451
CHEBI:584020	methysergide	6911
CHEBI:5847	ICI D1694	196239
CHEBI:5855	ibuprofen	5640
CHEBI:5856	Ibutilide	41289
CHEBI:585948	felodipine	4316
CHEBI:5864	ifosfamide	5657
CHEBI:5870	imidacloprid	1251576
CHEBI:5893	indapamide	5764
CHEBI:59008	piroctone olamine	33783
CHEBI:59033	metamizole sodium	3523
CHEBI:59039	cromoglycate(2-)	2921
CHEBI:59040	lymecycline	6513
CHEBI:59118	perazine	8042
CHEBI:59119	thiopropazate	38133
CHEBI:59120	thioproperazine	10498
CHEBI:59124	thiosalicylic acid	322165
CHEBI:59127	thiosalicylate(1-)	91099
CHEBI:59173	bivalirudin	60819
CHEBI:59177	bromazine	19759
CHEBI:59223	ceruletide diethylamine	20024
CHEBI:59224	cetrorelix	68147
CHEBI:59254	(S)-betaxolol	353497
CHEBI:59269	dexbrompheniramine	22696
CHEBI:59343	cefditoren	83682
CHEBI:5937	Interferon alfa-2a	5879
CHEBI:5938	Interferon beta-1b	72257
CHEBI:5939	Interferon gamma-1b	5882
CHEBI:59477	chloroxine	20875
CHEBI:59495	cidofovir dihydrate	83171
CHEBI:5950	iodoquinol	3435
CHEBI:5951	Iopanoic acid	5967
CHEBI:5956	ipratropium	7213
CHEBI:59560	sapropterin	753340
CHEBI:5958	Iproniazid	5981
CHEBI:59582	clocortolone	21249
CHEBI:59589	clomocycline	21272
CHEBI:5959	irbesartan	83818
CHEBI:59590	clorazepic acid anion	2353
CHEBI:59594	colesevelam	141626
CHEBI:59607	quaternium-15	283678
CHEBI:59662	colistimethate	2708
CHEBI:59692	cycrimine	22037
CHEBI:59732	N-methylglucamine	6704
CHEBI:59750	diflorasone	91311
CHEBI:59773	cromoglycic acid	42612
CHEBI:59788	diphenylpyraline	23386
CHEBI:59809	docetaxel trihydrate	72962
CHEBI:59877	enalaprilat dihydrate	3829
CHEBI:59909	dihydroergocornine	3415
CHEBI:59912	dihydroergocristine	3416
CHEBI:59919	dihydro-alpha-ergocryptine	91170
CHEBI:59925	dihydro-beta-ergocryptine	91171
CHEBI:599440	amorolfine	17804
CHEBI:600103	daptomycin	22299
CHEBI:6005	Isoetharine	6023
CHEBI:600520	micafungin	325887
CHEBI:60072	erythrityl tetranitrate	4040
CHEBI:601027	aliskiren	325646
CHEBI:6015	isoflurane	6026
CHEBI:6030	isoniazide	6038
CHEBI:60424	dicetyl hydrogen phosphate	1314346
CHEBI:6043	Isopropamide	89784
CHEBI:60564	felypressin	4319
CHEBI:6060	Isosorbide	6057
CHEBI:6061	isosorbide dinitrate	6058
CHEBI:60652	porfimer	23066
CHEBI:60654	valproate	40254
CHEBI:6067	isotretinoin	6064
CHEBI:60720	sodium silicate	1363697
CHEBI:6073	Isradipine	33910
CHEBI:6076	itraconazole	28031
CHEBI:60761	floxuridine	4488
CHEBI:6078	ivermectin	6069
CHEBI:60799	esketamine	2119365
CHEBI:60802	ropivacaine	35780
CHEBI:608828	enfuvirtide	139896
CHEBI:61000	erythrosin B	4061
CHEBI:61024	cyclobutyrol	21954
CHEBI:61033	fondaparinux	321208
CHEBI:6104	kanamycin	6099
CHEBI:61057	tacrolimus hydrate	42316
CHEBI:61058	alpha-methyl-L-dopa	6876
CHEBI:61076	belinostat	1543543
CHEBI:61080	romidepsin	877510
CHEBI:61203	anileridine	17933
CHEBI:6121	ketamine	6130
CHEBI:6123	ketanserin	6131
CHEBI:6128	ketoprofen	6142
CHEBI:6129	ketorolac	35827
CHEBI:6133	khellin	6147
CHEBI:61330	icosapentaenoate	618597
CHEBI:61390	afatinib	1430438
CHEBI:61397	neratinib	1940643
CHEBI:61468	dimethicone polymer	1363569
CHEBI:6149	levobupivacaine	259453
CHEBI:615597	benzyl chloride	1311516
CHEBI:617099	carbimazole	2020
CHEBI:61995	lecithin	8214
CHEBI:62070	nalidixic acid anion	618425
CHEBI:62823	2-bromo-2-(bromomethyl)pentanedinitrile	1307044
CHEBI:62946	ammonium sulfate	1362695
CHEBI:62947	ammonium acetate	1362883
CHEBI:62964	magnesium acetate	314718
CHEBI:62968	crystalline cellulose	1000577
CHEBI:62984	zinc acetate	58295
CHEBI:62995	2-methylpentane-2,4-diol	1305548
CHEBI:63005	sodium nitrate	36700
CHEBI:63017	sodium L-tartrate	56524
CHEBI:63018	potassium L-tartrate	55024
CHEBI:63036	potassium dihydrogen phosphate	34322
CHEBI:63039	caesium chloride	20599
CHEBI:63041	manganese(II) chloride	29261
CHEBI:63043	potassium nitrate	34316
CHEBI:63045	lithium acetate	52103
CHEBI:63051	diammonium hydrogen phosphate	17792
CHEBI:63115	fingolimod	1012892
CHEBI:6339	etoricoxib	307296
CHEBI:6343	labetalol	6185
CHEBI:63452	midostaurin	1919083
CHEBI:63554	cocamidopropyl betaine	1311576
CHEBI:63555	lauramidopropyl betaine	1311186
CHEBI:63560	tixocortol	57257
CHEBI:63577	lamivudine	68244
CHEBI:63580	ribavirin	9344
CHEBI:63581	stavudine	59763
CHEBI:63584	cabazitaxel	996051
CHEBI:63587	eribulin	1045453
CHEBI:63589	etravirine	475969
CHEBI:6359	lactulose	6218
CHEBI:63598	levofloxacin	82122
CHEBI:63599	fludarabine phosphate	24698
CHEBI:63605	ixabepilone	337523
CHEBI:63606	(6S)-5-formyltetrahydrofolic acid	877015
CHEBI:63607	linezolid	190376
CHEBI:63608	maraviroc	620216
CHEBI:63609	mefloquine	6694
CHEBI:63610	misoprostol	42331
CHEBI:63611	moxifloxacin	139462
CHEBI:63612	nelarabine	274771
CHEBI:63613	nevirapine	53654
CHEBI:63616	pemetrexed	68446
CHEBI:63617	pergolide	8047
CHEBI:63618	pravastatin	42463
CHEBI:63619	propafenone	8754
CHEBI:63620	rasagiline	134748
CHEBI:63621	saquinavir	83395
CHEBI:63622	sotalol	9947
CHEBI:63623	succimer	3446
CHEBI:63624	telbivudine	474128
CHEBI:63626	tesamorelin	1044584
CHEBI:63627	tinidazole	10612
CHEBI:63628	tipranavir	190548
CHEBI:63629	tizanidine	57258
CHEBI:63630	tolcapone	72937
CHEBI:63631	topiramate	38404
CHEBI:63632	topotecan	57308
CHEBI:63633	triptorelin	38782
CHEBI:63634	valdecoxib	278567
CHEBI:63635	valganciclovir	275891
CHEBI:63637	vemurafenib	1147220
CHEBI:63638	vigabatrin	14851
CHEBI:6367	lamotrigine	28439
CHEBI:63717	tenofovir disoproxil	300195
CHEBI:6375	lansoprazole	17128
CHEBI:63791	lenalidomide	342369
CHEBI:6384	latanoprost	43611
CHEBI:63845	sulfacetamide	10169
CHEBI:63916	iloprost	40138
CHEBI:63918	artesunate	18346
CHEBI:6402	leflunomide	27169
CHEBI:64022	nebivolol	31555
CHEBI:64045	amisulpride	46303
CHEBI:64073	exendin-4	60548
CHEBI:6413	letrozole	72965
CHEBI:64187	benserazide	1374
CHEBI:64198	dimercaprol	3445
CHEBI:64213	cantharidin	1984
CHEBI:64216	metergoline	6834
CHEBI:6427	leuprolide	42375
CHEBI:64275	2-phenoxyethanol	89552
CHEBI:64276	glutaraldehyde	4888
CHEBI:6431	Levallorphan	6370
CHEBI:64310	crizotinib	1148495
CHEBI:64311	fosaprepitant dimeglumine	754763
CHEBI:64312	memantine	6719
CHEBI:64318	ergotamine	4025
CHEBI:6432	levamisole	6371
CHEBI:64321	fosaprepitant	1731071
CHEBI:64354	metolazone	6916
CHEBI:64355	posaconazole	282446
CHEBI:64356	pregabalin	187832
CHEBI:6437	levetiracetam	114477
CHEBI:6438	levobunolol	1813
CHEBI:6441	levacetylmethadol	237005
CHEBI:6443	levonorgestrel	6373
CHEBI:6444	Levorphanol	6378
CHEBI:64455	benzenesulfonic acid	993243
CHEBI:6456	lidocaine	6387
CHEBI:6472	lincomycin	6398
CHEBI:64733	potassium citrate (anhydrous)	1374802
CHEBI:64735	lithium citrate (anhydrous)	52105
CHEBI:64736	magnesium nitrate	1362814
CHEBI:64746	potassium citrate monohydrate	54993
CHEBI:6504	lithium carbonate	42351
CHEBI:65173	iloperidone	73178
CHEBI:6520	lomustine	6466
CHEBI:65242	sodium chlorate	1366921
CHEBI:65311	corticotropin-releasing hormone	214461
CHEBI:6532	loperamide	6468
CHEBI:65346	aclidinium	1303098
CHEBI:65347	carfilzomib	1302966
CHEBI:65349	mirabegron	1300786
CHEBI:65353	lorcaserin	1300701
CHEBI:6538	loratadine	28889
CHEBI:6541	losartan	52175
CHEBI:6603	Lypressin	6531
CHEBI:6633	Mafenide	6572
CHEBI:6636	magnesium dichloride	6579
CHEBI:6640	Magnesium salicylate	52364
CHEBI:6650	malic acid	29209
CHEBI:6651	malathion	6606
CHEBI:66876	avanafil	1291301
CHEBI:66889	peginesatide	1248798
CHEBI:66899	tafluprost	1244607
CHEBI:6690	Maprotiline	6646
CHEBI:66901	ivacaftor	1243041
CHEBI:66903	vismodegib	1242987
CHEBI:66910	axitinib	1242999
CHEBI:66913	ingenol mebutate	1242806
CHEBI:66919	ruxolitinib	1193326
CHEBI:66964	Delta(9)-tetrahydrocannabinol	10402
CHEBI:6700	Matrine	2049547
CHEBI:6702	Mazindol	6664
CHEBI:6704	mebendazole	6672
CHEBI:6706	Mecamylamine	6673
CHEBI:6709	Meclizine	6676
CHEBI:6712	Meclofenoxate	2228
CHEBI:67121	nitroxoline	31901
CHEBI:6715	medroxyprogesterone	6691
CHEBI:6717	mefenamic acid	257844
CHEBI:6722	megestrol	6703
CHEBI:6741	meloxicam	41493
CHEBI:6746	menadiol	29491
CHEBI:6752	Mepenzolate	107770
CHEBI:6754	pethidine	6754
CHEBI:6755	mephentermine	6756
CHEBI:6757	mephenytoin	6757
CHEBI:6758	mephobarbital	6758
CHEBI:6759	mepivacaine	6759
CHEBI:6761	Meprobamate	6760
CHEBI:6762	mepyramine	9009
CHEBI:6763	merbromin	6762
CHEBI:6775	mesalamine	52582
CHEBI:6780	mesoridazine	6779
CHEBI:6784	mestranol	6782
CHEBI:6792	metaproterenol	7688
CHEBI:6794	metaraminol	6805
CHEBI:6797	Metaxalone	59078
CHEBI:6801	metformin	6809
CHEBI:6804	methacholine	155080
CHEBI:6805	methacycline	6812
CHEBI:6807	methadone	6813
CHEBI:6809	methamphetamine	6816
CHEBI:6810	Methandrostenolone	6818
CHEBI:681569	clofarabine	44151
CHEBI:6817	Methantheline	6821
CHEBI:681848	doxapram	3637
CHEBI:681850	conivaptan	302285
CHEBI:6820	methapyrilene	6822
CHEBI:6821	methaqualone	6823
CHEBI:6822	Methazolamide	6826
CHEBI:6823	methdilazine	29648
CHEBI:6824	hexamethylenetetramine	6832
CHEBI:6827	methicillin	2181306
CHEBI:6832	methocarbamol	6845
CHEBI:6838	methotrimeprazine	6852
CHEBI:6839	methoxamine	6853
CHEBI:68428	maltitol	1363049
CHEBI:6843	methoxyflurane	6857
CHEBI:6846	Methsuximide	47858
CHEBI:6847	Methyclothiazide	6860
CHEBI:68478	everolimus	141704
CHEBI:68534	enzalutamide	1307298
CHEBI:68540	teriflunomide	1310520
CHEBI:68551	linaclotide	1307404
CHEBI:68554	deferiprone	11645
CHEBI:68556	icatibant	1148138
CHEBI:68558	ticagrelor	1116632
CHEBI:68561	N-acetyltyrosine	31005
CHEBI:68575	indacaterol	1114326
CHEBI:68579	rivaroxaban	1114195
CHEBI:68584	ezogabine	1112990
CHEBI:68590	fidaxomicin	1111103
CHEBI:68595	telaprevir	1102261
CHEBI:68606	rilpivirine	1102270
CHEBI:68610	linagliptin	1100699
CHEBI:68621	boceprevir	1102129
CHEBI:68642	abiraterone	1100072
CHEBI:68647	regorafenib	1312397
CHEBI:6872	methylene blue	6878
CHEBI:6874	Methylergonovine Maleate	6883
CHEBI:68850	azilsartan	1091643
CHEBI:6887	methylphenidate	6901
CHEBI:6888	6alpha-methylprednisolone	6902
CHEBI:68889	hydroxytyrosol	1314227
CHEBI:6897	metipranolol	10824
CHEBI:6900	Metocurine	29950
CHEBI:6904	metoprolol	6918
CHEBI:6908	trichlorfon	1000581
CHEBI:69081	1-monopalmitoylglycerol	1426928
CHEBI:6909	metronidazole	6922
CHEBI:691037	desoximetasone	3255
CHEBI:6912	alpha-methyl-L-tyrosine	266604
CHEBI:6916	mexiletine	6926
CHEBI:69188	Methyl stearate	1363574
CHEBI:6919	mezlocillin	6927
CHEBI:6920	Mibefradil	83213
CHEBI:6923	miconazole	6932
CHEBI:6931	midazolam	6960
CHEBI:6933	midodrine	6963
CHEBI:6935	Miglitol	30009
CHEBI:6942	minoxidil	6984
CHEBI:69438	3-hydroxy-2-methyl-4-pyrone	1362894
CHEBI:69441	p-methoxyphenol	15080
CHEBI:69478	cannabidiol	2045371
CHEBI:6950	mirtazapine	15996
CHEBI:6954	Mitotane	7004
